location_stand,banking,bike_stands,available_bike_stands,available_bikes,longitude,latitude,holiday,workingday,weather,Season,temp,humidity,windspeed,casual,registered,count,date_time
Ormond Quay Upper northside outside No.31-36,FALSE,20,1,19,,,0,1,1,3,11.48,36,0,8,54,62,24-12-2021 13:00
Ormond Quay Upper northside outside No. 20,FALSE,40,31,9,,,0,1,1,3,10.66,38,11.0014,12,74,86,24-12-2021 14:00
"Mary Street, southside east of Capel Street",FALSE,30,26,4,,,0,1,1,3,9.02,51,11.0014,9,163,172,24-12-2021 15:00
"Yarnhall Street,  northside west of Bolton Street",TRUE,29,5,24,,,0,1,1,3,9.02,51,8.9981,5,158,163,24-12-2021 16:00
Parnell Square West south of entrance to Rotunda Hospital,FALSE,30,19,6,,,0,1,1,3,9.02,55,6.0032,3,109,112,24-12-2021 17:00
Parnell Square North opposite No. 18,FALSE,40,27,13,,,0,1,1,3,8.2,51,11.0014,3,66,69,24-12-2021 18:00
"Beresford Lane, northside west of Gardiner Street Lower",FALSE,40,8,32,,,0,1,2,3,9.02,55,15.0013,0,48,48,24-12-2021 19:00
Middle abbey street ,TRUE,40,40,0,-6.262333095,53.34814966,0,1,2,3,13.94,53,19.9995,6,115,121,24-12-2021 20:00
Middle abbey street outside hidden hearing.,FALSE,30,11,19,-6.262656301,53.34799275,0,1,2,3,13.94,49,30.0026,15,109,124,24-12-2021 21:00
"Middle abbey street, outside celebration party shop.",FALSE,30,30,0,-6.260793507,53.3481929,0,1,2,3,13.94,49,26.0027,5,105,110,24-12-2021 22:00
St Stephen's green North,FALSE,24,23,1,-6.256654859,53.33898211,0,1,2,3,13.94,49,30.0026,10,106,116,24-12-2021 23:00
,FALSE,40,22,18,-6.255034804,53.34144673,0,1,1,3,13.12,39,27.9993,8,187,195,25-12-2021 00:00
Sack like place,FALSE,36,36,0,-6.258557886,53.34909033,0,1,1,3,13.12,42,26.0027,20,379,399,25-12-2021 01:00
Goldsworthy street outside Foxx Coffee House,FALSE,40,38,2,-6.257915497,53.34132102,0,1,1,3,13.12,39,12.998,9,298,307,25-12-2021 02:00
Lincoln Place,FALSE,40,39,1,-6.252296269,53.34185349,0,1,1,3,12.3,45,15.0013,7,210,217,25-12-2021 03:00
Mount street upper,TRUE,40,6,34,-6.244401187,53.33711313,0,1,1,3,12.3,42,19.0012,7,162,169,25-12-2021 04:00
Mount street lower opposite howl at the moon club,TRUE,25,9,16,-6.245165616,53.33927038,0,1,1,3,12.3,42,16.9979,3,113,116,25-12-2021 05:00
Georges Quay,FALSE,29,29,0,-6.253649443,53.34738591,0,1,1,3,10.66,52,16.9979,1,83,84,25-12-2021 06:00
Grand canal docks,FALSE,30,13,17,-6.238718927,53.34301848,0,1,1,3,10.66,52,15.0013,0,58,58,25-12-2021 07:00
Grand canal docks outside fresh,FALSE,20,10,10,-6.238583475,53.34339239,0,1,1,3,10.66,48,11.0014,2,28,30,25-12-2021 08:00
Blood stone road,FALSE,40,37,3,-6.236217767,53.34491682,0,1,1,3,10.66,44,22.0028,0,10,10,25-12-2021 09:00
"Both wall quay, opposite the Spenser. ",FALSE,30,29,1,-6.24309361,53.3476477,0,1,1,3,9.84,44,15.0013,2,8,10,25-12-2021 10:00
Sir john Robertson quay,TRUE,29,29,0,-6.2415272,53.34621063,0,1,1,3,9.84,41,19.0012,0,2,2,25-12-2021 11:00
Start of Leinster street south,FALSE,30,0,25,-6.252639592,53.3417502,0,1,1,3,9.02,44,11.0014,0,5,5,25-12-2021 12:00
Marlborough street opposite An Board Pleanala ,FALSE,40,32,8,-6.259177476,53.35260382,0,1,1,3,9.02,44,8.9981,0,22,22,25-12-2021 13:00
Mount street lower outside board bia,FALSE,40,22,18,-6.240792274,53.3378138,0,1,1,3,9.02,44,6.0032,1,70,71,25-12-2021 14:00
"Camden street lower, Infront of enable ireland",FALSE,40,40,0,-6.265382767,53.33482844,0,1,1,3,9.02,44,11.0014,5,211,216,25-12-2021 15:00
North strand road,TRUE,40,35,5,-6.245928705,53.35520694,0,1,1,3,9.02,44,12.998,6,369,375,25-12-2021 16:00
Amiens street outside the funky skunk,FALSE,40,28,12,-6.248283684,53.35334747,0,1,1,3,10.66,41,12.998,6,207,213,25-12-2021 17:00
"Bolton Street, outside DIT",TRUE,40,33,7,-6.269626021,53.35134383,0,1,1,3,10.66,41,19.0012,10,105,115,25-12-2021 18:00
Eden Quay outside Beresford Court,FALSE,30,0,30,-6.25492081,53.34901267,0,1,1,3,12.3,36,8.9981,18,122,140,25-12-2021 19:00
Eden Quay outside Beresford Court,FALSE,30,23,7,-6.25492081,53.34901267,0,1,1,3,18.86,88,6.0032,34,161,195,25-12-2021 20:00
Talbot street outside Guiney and co.,TRUE,20,18,2,-6.254671365,53.35066259,0,1,1,3,18.86,82,0,24,124,148,25-12-2021 21:00
Top of Parnell street outside Foleys pharmacy,FALSE,40,32,8,-6.258886456,53.3537389,0,1,1,3,18.04,88,6.0032,18,81,99,25-12-2021 22:00
St Stephens green north outside permanent tsb,FALSE,40,8,32,-6.260423362,53.3399558,0,1,1,3,18.04,88,0,19,48,67,25-12-2021 23:00
Jervis Street outside Penny's,FALSE,30,20,9,-6.267024279,53.34998454,0,1,1,3,18.04,88,0,3,25,28,26-12-2021 00:00
"Wexford street, djinn shop, across the road from opium
",FALSE,30,29,1,-6.265439093,53.33662064,0,1,1,3,17.22,88,0,0,5,5,26-12-2021 01:00
"Aungier street, outside YMCA",TRUE,30,16,14,-6.266015768,53.3392936,0,1,1,3,16.4,87,0,1,9,10,26-12-2021 02:00
Cathal Brugha street,TRUE,20,13,7,-6.25944972,53.35237568,0,1,1,3,16.4,87,7.0015,0,5,5,26-12-2021 03:00
Cathal Brugha Street outside DIT,FALSE,33,31,2,-6.259444356,53.35225641,0,1,1,3,17.22,82,0,3,24,27,26-12-2021 04:00
"Camden street lower, Simon community shop,.",FALSE,40,33,7,-6.26539886,53.33423822,0,1,1,3,17.22,88,0,3,84,87,26-12-2021 05:00
Coppinger row,FALSE,40,36,4,-6.262373328,53.34211691,0,1,1,3,17.22,94,0,5,237,242,26-12-2021 06:00
Parnell street outside Centra ,FALSE,20,20,0,-6.263774782,53.35127979,0,1,1,3,18.86,82,0,31,386,417,26-12-2021 07:00
Start of st. Stephen's Green terrace. ,TRUE,30,27,3,-6.257439405,53.3362755,0,1,1,3,19.68,77,0,34,207,241,26-12-2021 08:00
"Pembroke street lower, opposite coffee angel.",TRUE,30,20,10,-6.25215143,53.33690652,0,1,1,3,21.32,68,6.0032,48,126,174,26-12-2021 09:00
"O'Connell street, median, behind Sir John Gray monument",FALSE,32,11,21,-6.259725988,53.34860279,0,1,1,3,22.96,63,0,80,150,230,26-12-2021 10:00
South Circular road tesco,FALSE,40,39,1,-6.274455339,53.33232339,0,1,1,3,24.6,53,0,61,174,235,26-12-2021 11:00
"Essex street east, outside the Clarence hotel",FALSE,30,27,3,-6.266537458,53.34511458,0,1,1,3,24.6,46,0,95,210,305,26-12-2021 12:00
The coombe outside ovenden house. ,TRUE,30,29,1,-6.273295283,53.33919831,0,1,1,3,25.42,50,0,77,179,256,26-12-2021 13:00
"College green, median",FALSE,40,19,21,-6.260206103,53.34439721,0,1,1,3,27.06,41,0,68,202,270,26-12-2021 14:00
North king street,FALSE,20,17,3,-6.2726596,53.35032477,0,1,1,3,26.24,44,0,73,346,419,26-12-2021 15:00
End of Adelaide road beside kiosk,TRUE,40,27,13,-6.253476441,53.3323394,0,1,1,3,24.6,56,16.9979,101,462,563,26-12-2021 16:00
Start of Fitzwilliam square north,FALSE,30,3,26,-6.250662804,53.33551714,0,1,1,3,22.96,60,6.0032,94,371,465,26-12-2021 17:00
"Middle abbey street,  outside independent house newspaper limited.",TRUE,30,20,10,-6.261388958,53.34824573,0,1,1,3,22.96,52,0,51,243,294,26-12-2021 18:00
"Middle abbey street, outside austrailia travel.",FALSE,40,40,0,-6.263314784,53.34790949,0,1,1,3,22.14,49,0,30,167,197,26-12-2021 19:00
Blackhall Place(Jct with Blackhall Green),FALSE,20,18,2,53.349167,-6.281974,0,1,1,3,27.06,61,0,43,149,192,26-12-2021 20:00
North Circular Road(Spar @ Portland Street Jct),FALSE,30,30,0,53.358943,-6.25684,0,1,1,3,28.7,54,8.9981,55,212,267,26-12-2021 21:00
Cork Street (Centz),FALSE,40,35,5,53.33704426,-6.286518574,0,1,1,3,28.7,54,12.998,59,271,330,26-12-2021 22:00
All Saints Drive (Outside Raheny GAA),TRUE,20,20,0,53.378562,-6.178134,0,1,1,3,29.52,42,0,77,273,350,26-12-2021 23:00
New Street South (Maldron Hotel),TRUE,40,39,1,53.338325,-6.2723897,0,1,1,3,29.52,42,6.0032,42,221,263,27-12-2021 00:00
St Stephens Green (outside RSCI),TRUE,40,40,0,53.338254,-6.262208,0,1,2,3,29.52,48,7.0015,52,222,274,27-12-2021 01:00
Phibsborough Road (Opposite Bald Eagle Pub),TRUE,20,1,19,53.364132,-6.272032,0,1,1,3,29.52,45,7.0015,70,376,446,27-12-2021 02:00
Causeway Road Clontarf,TRUE,40,15,25,53.36999,-6.14895,0,1,1,3,29.52,51,12.998,104,769,873,27-12-2021 03:00
Parkgate Street (Jct with infirmary road - Nancy Hands pub),FALSE,16,15,1,53.34813,-6.29417,0,1,1,3,29.52,51,15.0013,97,749,846,27-12-2021 04:00
Bridgefoot Street (Jct with Thomas Street),TRUE,38,37,1,53.34365,-6.281284,0,1,1,3,28.7,54,19.0012,91,499,590,27-12-2021 05:00
Princes Street North (pennys at Oconnel Street),FALSE,30,0,0,53.348928,-6.260975,0,1,1,3,27.06,65,16.9979,61,398,459,27-12-2021 06:00
Liffey Street,TRUE,16,3,13,53.34852,-6.264058,0,1,1,3,26.24,73,12.998,63,330,393,27-12-2021 07:00
North Strand Road jct with Shamrock Place,FALSE,25,21,4,53.356239,-6.244854,0,1,1,3,26.24,73,11.0014,33,253,286,27-12-2021 08:00
Parkgate Street,FALSE,20,14,6,53.3481122,-6.2941508,0,1,1,3,25.42,78,7.0015,26,107,133,27-12-2021 09:00
Mulberry Lane Car Park,TRUE,40,8,32,53.322805, -6.236991,0,1,1,3,24.6,78,8.9981,30,49,79,27-12-2021 10:00
Leinster Street South (Building No.9),FALSE,29,28,1,53.341848,-6.253055,0,1,1,3,24.6,83,11.0014,12,16,28,27-12-2021 11:00
Kilmainham Lane (House No.6),TRUE,35,34,1,53.341653,-6.3028928,0,1,1,3,24.6,78,11.0014,8,8,16,27-12-2021 12:00
Kimmage Road Lower,TRUE,40,39,1,53.314828,-6.295824,0,1,1,3,24.6,73,16.9979,0,3,3,27-12-2021 13:00
Wolf Tone Street (opposite Griffith College),TRUE,23,23,0,53.349583,-6.26769,0,1,1,3,24.6,64,22.0028,3,13,16,27-12-2021 14:00
Synge Street (close to Synge Lane),FALSE,30,30,0,53.332375,-6.266876,0,1,1,3,22.96,68,22.0028,1,34,35,27-12-2021 15:00
South Dock Street (jct with Barrow St),TRUE,40,22,18,53.341087, -6.236043,0,1,1,3,22.14,73,23.9994,10,149,159,27-12-2021 16:00
Milltown Road (outside Poise),FALSE,23,3,20,53.313495,-6.24677,0,1,1,3,22.14,73,26.0027,25,449,474,27-12-2021 17:00
St Stephens Green South,FALSE,40,39,1,53.336882,-6.259567,0,1,1,3,21.32,55,30.0026,29,605,634,27-12-2021 18:00
Earlsfort Terrace (Outside HPRA),FALSE,20,13,7,53.334384,-6.258206,0,1,1,3,22.14,52,27.9993,57,289,346,27-12-2021 19:00
"York street, across from Dublinbike station",FALSE,40,40,0,-6.262134612,53.33883157,0,1,1,3,9.84,52,11.0014,0,3,3,27-12-2021 20:00
Johnstons place outside pearls shop,TRUE,30,30,0,-6.263308078,53.34064683,0,1,1,3,9.02,64,7.0015,0,4,4,27-12-2021 21:00
"Camden street lower, outside cracker nut cafe",FALSE,20,20,0,-6.26537472,53.33501182,0,1,2,3,8.2,64,6.0032,0,21,21,27-12-2021 22:00
Blessignton street outside La Pausa cafe,TRUE,40,12,28,-6.265439093,53.35618587,0,1,2,3,9.02,60,8.9981,3,85,88,27-12-2021 23:00
North circular road and belvidire road junction,FALSE,40,0,40,-6.259095669,53.35946908,0,1,2,3,9.02,60,7.0015,1,239,240,28-12-2021 00:00
"Camden street lower, across from Fontana cafe",FALSE,36,34,2,-6.265355945,53.3351824,0,1,2,3,9.02,55,6.0032,13,407,420,28-12-2021 01:00
Parnell square west,TRUE,40,35,5,-6.265075654,53.35358842,0,1,2,3,9.02,64,0,9,188,197,28-12-2021 02:00
Merrion street lower island,FALSE,40,0,40,-6.250158548,53.34184388,0,1,1,3,9.84,60,0,13,95,108,28-12-2021 03:00
Hatch street lower,FALSE,20,4,16,-6.256172061,53.3341197,0,1,2,3,10.66,56,6.0032,6,82,88,28-12-2021 04:00
Capel street outside capel kebab and pizza house,FALSE,40,10,30,-6.268229932,53.34716815,0,1,2,3,10.66,56,7.0015,10,93,103,28-12-2021 05:00
Jervis street opposite TP Smiths,FALSE,40,35,5,-6.266204864,53.34744836,0,1,2,3,10.66,56,7.0015,3,77,80,28-12-2021 06:00
Aaran quay outside bank of Ireland,FALSE,20,11,9,-6.27913177,53.34645482,0,1,3,3,9.02,75,11.0014,5,45,50,28-12-2021 07:00
Grattan bridge ,FALSE,30,0,30,-6.267873198,53.34572226,0,1,3,3,9.02,75,11.0014,5,64,69,28-12-2021 08:00
Parliament Street across from florentina restaurant,FALSE,40,29,11,-6.267226785,53.34433076,0,1,3,3,9.02,87,6.0032,3,46,49,28-12-2021 09:00
"Parliament street, outside subway ",TRUE,20,10,10,-6.267397106,53.34442924,0,1,3,3,9.02,87,0,5,147,152,28-12-2021 10:00
Burgh quay,TRUE,40,18,22,-6.257717013,53.34716014,0,1,4,3,8.2,86,6.0032,6,158,164,28-12-2021 11:00
Fatima luas stop,TRUE,40,28,12,-6.292895526,53.33847123,0,1,3,3,8.2,93,6.0032,3,187,190,28-12-2021 12:00
Phoenix street north,TRUE,20,20,0,-6.277207285,53.34695199,0,1,2,3,8.2,86,6.0032,5,127,132,28-12-2021 13:00
Merrion square east,TRUE,40,39,1,-6.246668994,53.33943693,0,1,2,3,8.2,93,0,1,78,79,28-12-2021 14:00
North kings street,FALSE,16,14,2,-6.270769984,53.35073624,0,1,2,3,8.2,92,7.0015,8,54,62,28-12-2021 15:00
North kings streetboutside macro,TRUE,38,0,38,-6.270670742,53.35059775,0,1,2,3,9.02,87,7.0015,1,51,52,28-12-2021 16:00
Fitzwilliam street lower,FALSE,30,0,0,-6.248680651,53.33709791,0,1,2,3,9.02,87,7.0015,0,14,14,28-12-2021 17:00
Phisborough road opposite mc donalds,TRUE,16,0,16,-6.272837967,53.36211259,0,1,2,3,9.02,93,7.0015,2,3,5,28-12-2021 18:00
Middle abbey street ,FALSE,25,0,25,-6.262333095,53.34814966,0,1,2,3,9.02,87,11.0014,2,2,4,28-12-2021 19:00
"Talbot Street, northside under railway bridge",FALSE,40,38,2,,,0,1,2,3,9.02,51,19.0012,1,51,52,28-12-2021 20:00
"Sheriff Street Upper,  northside opposite Castleforbes Street",TRUE,40,35,5,,,0,1,2,3,8.2,59,12.998,4,19,23,28-12-2021 21:00
"Sheriff Street Upper,  northside outside train station",FALSE,40,26,14,,,0,1,2,3,8.2,64,12.998,4,13,17,28-12-2021 22:00
Mountjoy Square South northside opposite No. 40-45,TRUE,40,39,1,,,0,1,2,3,8.2,69,15.0013,2,5,7,28-12-2021 23:00
"Mountjoy Square South, southside outside No. 48",FALSE,30,11,19,,,0,1,2,3,8.2,69,15.0013,0,1,1,29-12-2021 00:00
Gardiner Place northside at Temple Street,FALSE,30,20,10,,,0,1,2,3,8.2,69,8.9981,0,1,1,29-12-2021 01:00
 Kings Inn Street,FALSE,40,39,1,715411.5653,734777.7955,0,1,3,3,9.02,55,0,0,5,5,29-12-2021 02:00
Eccles street ,FALSE,30,5,25,715240.9941,735707.5394,0,1,2,3,8.2,69,0,8,26,34,29-12-2021 03:00
Temple Street North ,FALSE,20,12,8,715748.0852,735395.1692,0,1,1,3,8.2,69,8.9981,8,76,84,29-12-2021 04:00
Temple Street North,FALSE,20,1,19,715744.6884,735382.7171,0,1,1,3,8.2,51,16.9979,20,190,210,29-12-2021 05:00
Marys Lane ,FALSE,30,21,9,714915.6044,734475.1011,0,1,1,3,8.2,47,19.9995,9,125,134,29-12-2021 06:00
 Herbert Park ,FALSE,22,19,3,717559.0141,732263.7528,0,1,1,3,9.02,37,22.0028,16,47,63,29-12-2021 07:00
 Merchants Quay ,FALSE,38,32,6,714891.6349,734165.2904,0,1,2,3,8.2,40,15.0013,19,48,67,29-12-2021 08:00
 New Street South ,TRUE,40,37,3,715035.9584,733324.5788,0,1,2,3,8.2,37,16.9979,9,50,59,29-12-2021 09:00
 Meath Street ,FALSE,27,23,4,714593.7771,733855.0555,0,1,2,3,8.2,37,19.0012,9,64,73,29-12-2021 10:00
Newmarket ,FALSE,40,28,12,714709.2063,733366.1625,0,1,2,3,8.2,40,16.9979,7,43,50,29-12-2021 11:00
Francis Street ,FALSE,30,24,6,714805.8794,733884.9108,0,1,2,3,8.2,37,11.0014,9,63,72,29-12-2021 12:00
 High Street ,FALSE,40,18,22,714989.9373,733926.4666,0,1,2,3,8.2,37,11.0014,5,82,87,29-12-2021 13:00
Meath Street,TRUE,30,29,1,714632.6442,733701.3773,0,1,2,3,8.2,37,0,9,178,187,29-12-2021 14:00
 School Street,FALSE,20,17,3,714372.6566,733738.4085,0,1,1,3,8.2,40,6.0032,7,116,123,29-12-2021 15:00
 James Street ,TRUE,40,33,7,714035.5732,733980.7875,0,1,1,3,6.56,55,6.0032,3,92,95,29-12-2021 16:00
 Bridgefoot Street ,FALSE,40,24,16,714444.5374,733981.3375,0,1,1,3,7.38,47,7.0015,1,50,51,29-12-2021 17:00
St Johns Road West ,FALSE,36,33,3,713646.8884,734215.7708,0,1,1,3,7.38,47,8.9981,0,39,39,29-12-2021 18:00
 Watling Street ,TRUE,40,12,28,714205.7279,733984.8719,0,1,2,3,7.38,43,11.0014,2,34,36,29-12-2021 19:00
Talbot street outside Guiney and co.,FALSE,30,0,30,-6.254671365,53.35066259,0,1,1,3,13.12,33,0,22,143,165,29-12-2021 20:00
Top of Parnell street outside Foleys pharmacy,FALSE,40,39,1,-6.258886456,53.3537389,0,1,1,3,13.94,31,15.0013,31,146,177,29-12-2021 21:00
St Stephens green north outside permanent tsb,FALSE,30,30,0,-6.260423362,53.3399558,0,1,1,3,13.94,31,8.9981,31,123,154,29-12-2021 22:00
Jervis Street outside Penny's,FALSE,20,20,0,-6.267024279,53.34998454,0,1,1,3,13.94,29,8.9981,27,151,178,29-12-2021 23:00
"Wexford street, djinn shop, across the road from opium
",FALSE,20,18,2,-6.265439093,53.33662064,0,1,1,3,13.94,29,8.9981,19,190,209,30-12-2021 00:00
"Aungier street, outside YMCA",FALSE,30,5,25,-6.266015768,53.3392936,0,1,1,3,13.12,31,8.9981,17,361,378,30-12-2021 01:00
Cathal Brugha street,FALSE,22,0,22,-6.25944972,53.35237568,0,1,1,3,12.3,36,11.0014,16,312,328,30-12-2021 02:00
Cathal Brugha Street outside DIT,FALSE,38,23,15,-6.259444356,53.35225641,0,1,1,3,11.48,41,11.0014,7,183,190,30-12-2021 03:00
"Camden street lower, Simon community shop,.",TRUE,40,24,16,-6.26539886,53.33423822,0,1,1,3,11.48,48,12.998,8,129,137,30-12-2021 04:00
Coppinger row,FALSE,27,16,11,-6.262373328,53.34211691,0,1,1,3,11.48,48,11.0014,3,108,111,30-12-2021 05:00
Parnell street outside Centra ,FALSE,40,36,4,-6.263774782,53.35127979,0,1,1,3,10.66,52,7.0015,9,88,97,30-12-2021 06:00
Start of st. Stephen's Green terrace. ,FALSE,30,30,0,-6.257439405,53.3362755,0,1,1,3,10.66,60,8.9981,5,54,59,30-12-2021 07:00
"Pembroke street lower, opposite coffee angel.",FALSE,40,40,0,-6.25215143,53.33690652,0,0,1,3,10.66,56,12.998,4,49,53,30-12-2021 08:00
"O'Connell street, median, behind Sir John Gray monument",TRUE,30,25,5,-6.259725988,53.34860279,0,0,1,3,10.66,52,19.9995,1,34,35,30-12-2021 09:00
South Circular road tesco,FALSE,20,14,6,-6.274455339,53.33232339,0,0,1,3,9.84,56,11.0014,12,34,46,30-12-2021 10:00
"Essex street east, outside the Clarence hotel",TRUE,40,1,39,-6.266537458,53.34511458,0,0,1,3,10.66,48,16.9979,4,11,15,30-12-2021 11:00
The coombe outside ovenden house. ,FALSE,40,6,34,-6.273295283,53.33919831,0,0,1,3,10.66,48,22.0028,4,4,8,30-12-2021 12:00
"College green, median",FALSE,36,23,13,-6.260206103,53.34439721,0,0,1,3,9.84,56,16.9979,0,2,2,30-12-2021 13:00
North king street,TRUE,40,40,0,-6.2726596,53.35032477,0,0,1,3,9.84,60,22.0028,2,10,12,30-12-2021 14:00
End of Adelaide road beside kiosk,FALSE,40,0,40,-6.253476441,53.3323394,0,0,1,3,9.84,60,16.9979,3,38,41,30-12-2021 15:00
Start of Fitzwilliam square north,FALSE,20,11,9,-6.250662804,53.33551714,0,0,1,3,10.66,56,16.9979,12,80,92,30-12-2021 16:00
"Middle abbey street,  outside independent house newspaper limited.",FALSE,40,0,40,-6.261388958,53.34824573,0,0,1,3,11.48,52,19.9995,12,130,142,30-12-2021 17:00
"Middle abbey street, outside austrailia travel.",FALSE,40,18,22,-6.263314784,53.34790949,0,0,1,3,13.12,45,16.9979,35,165,200,30-12-2021 18:00
Grand canal street lower,FALSE,20,4,16,-6.241157055,53.33936646,0,0,1,3,14.76,40,0,50,183,233,30-12-2021 19:00
Grand canal street lower,FALSE,30,30,0,-6.241157055,53.33936646,0,1,1,3,20.5,68,0,22,144,166,30-12-2021 20:00
Mount street lower opposite new mount house,TRUE,40,1,39,-6.244124919,53.33894527,0,1,1,3,20.5,68,0,27,119,146,30-12-2021 21:00
D'Oliver street,FALSE,30,23,7,-6.258493513,53.34681028,0,1,1,3,20.5,63,0,23,113,136,30-12-2021 22:00
Foley street outside dance Irelamd,TRUE,38,18,20,-6.252858192,53.35146871,0,0,1,3,19.68,72,0,17,72,89,30-12-2021 23:00
Blood stone road,FALSE,30,9,21,-6.235854328,53.34555893,0,0,1,3,18.86,82,0,14,51,65,31-12-2021 00:00
Mayor square outside Snap and national college of Ireland.,FALSE,40,1,39,-6.24304533,53.34893742,0,0,1,3,18.86,82,0,4,41,45,31-12-2021 01:00
"Fade street, outside the rage record store",FALSE,30,13,17,-6.263821721,53.34194797,0,0,1,3,18.04,88,0,4,16,20,31-12-2021 02:00
Hume street,FALSE,20,17,3,-6.255581975,53.33800839,0,0,1,3,17.22,94,8.9981,3,7,10,31-12-2021 03:00
Wolfe tone street,FALSE,30,16,14,-6.267700195,53.34936332,0,0,1,3,17.22,88,7.0015,1,7,8,31-12-2021 04:00
Wolfe tone street outside AXA office,TRUE,40,15,25,-6.26718387,53.34796313,0,0,1,3,17.22,94,0,6,16,22,31-12-2021 05:00
Coppinger row ,FALSE,31,27,4,-6.261603534,53.34194076,0,0,1,3,17.22,94,6.0032,27,46,73,31-12-2021 06:00
Saclville Place,FALSE,35,27,8,-6.258242726,53.34913596,0,0,1,3,18.86,82,0,14,89,103,31-12-2021 07:00
Trinity street,TRUE,40,25,15,-6.26198709,53.34380633,0,0,1,3,20.5,77,0,54,163,217,31-12-2021 08:00
Pearce street opposite parser square,FALSE,30,28,1,-6.242224574,53.3428079,0,0,1,3,21.32,77,0,120,217,337,31-12-2021 09:00
Parnell street outside cineworld.,FALSE,30,24,6,-6.267755181,53.350079,0,0,1,3,23.78,56,0,176,221,397,31-12-2021 10:00
"Abbey Street Lower, outside Abbey Theatre.",FALSE,24,16,8,-6.256624013,53.34880213,0,0,1,3,25.42,35,0,191,255,446,31-12-2021 11:00
Abbey Street Lower outside Beresford Court.,FALSE,40,30,10,-6.255399585,53.34901748,0,0,1,3,25.42,46,7.0015,256,229,485,31-12-2021 12:00
Pearce street and Townsend street,FALSE,36,20,16,-6.256809086,53.34580232,0,0,1,3,25.42,50,6.0032,251,214,465,31-12-2021 13:00
"Stephens green, in front of beneton shop",FALSE,40,33,7,-6.260926276,53.3398373,0,0,1,3,27.06,39,0,262,234,496,31-12-2021 14:00
East wall road outside the O2 ,FALSE,40,40,0,-6.227487177,53.34842026,0,0,1,3,26.24,44,6.0032,221,230,451,31-12-2021 15:00
"Bedford row, beside Ladbrokes",TRUE,40,40,0,-6.261851639,53.34615699,0,0,1,3,25.42,50,8.9981,174,219,393,31-12-2021 16:00
Talbot Street outside Carrolls shop,TRUE,25,6,19,-6.2569727,53.35029835,0,0,1,3,24.6,46,7.0015,135,224,359,31-12-2021 17:00
"Fleet Street, outside TGI restaurant.",FALSE,29,29,0,-6.259736717,53.34583434,0,0,1,3,22.14,68,8.9981,76,172,248,31-12-2021 18:00
"Aston quay, outside house of colour",FALSE,30,26,4,-6.262689829,53.34607693,0,0,1,3,21.32,77,7.0015,78,124,202,31-12-2021 19:00
Chancery Place (outside Dublin Christian Mission),FALSE,20,7,13,53.346122, -6.272299,0,1,1,3,22.96,52,16.9979,43,162,205,31-12-2021 20:00
McAuley Road (Outside Entrance to St Pauls Artane FC),TRUE,21,5,16,53.382456,-6.195036,0,1,1,3,23.78,49,15.0013,77,202,279,31-12-2021 21:00
Wynnefield Road (Outside Rathmine Bikes),TRUE,29,13,16,53.322066,-6.267124,0,1,1,3,24.6,43,12.998,72,276,348,31-12-2021 22:00
Lesson Street Lower (Outside The Sugar Club),FALSE,40,38,2,53.335506, -6.256507,0,1,1,3,25.42,41,12.998,86,241,327,31-12-2021 23:00
East Road (Jct with Bargy Road),FALSE,30,11,19,53.354491,-6.229751,0,1,1,3,26.24,38,12.998,68,202,270,01-01-2022 00:00
Fassaugh Avenue (Outside Londis),TRUE,20,12,8,53.367071,-6.293967,0,1,1,3,26.24,36,16.9979,83,233,316,01-01-2022 01:00
Grantham Street (Jct with Camden St Lower),FALSE,40,29,11,53.334169, -6.265531,0,1,1,3,27.06,31,12.998,86,344,430,01-01-2022 02:00
St Marys Road Ballsbridge (Jct with Baggot Lane),FALSE,40,38,2,53.333541, -6.241728,0,1,1,3,27.06,31,8.9981,133,719,852,01-01-2022 03:00
Church Road (Outside Colt Technology),FALSE,30,0,29,53.356739,-6.233024,0,1,1,3,27.06,27,11.0014,134,734,868,01-01-2022 04:00
East Wall Road (Jct with Sheriff St Upper),FALSE,30,27,3,53.349525, -6.227120,0,1,1,3,26.24,31,12.998,86,451,537,01-01-2022 05:00
Fitzmaurice Rd (Outside Ballgall Credit Union),TRUE,30,24,6,53.382604,-6.277686,0,1,1,3,24.6,40,12.998,83,363,446,01-01-2022 06:00
Seville Place (Jct with Oriel St Lower),TRUE,20,17,3,53.352352, -6.243393,0,1,1,3,23.78,40,7.0015,45,254,299,01-01-2022 07:00
Percy Place (opposite Investment house),FALSE,33,12,21,53.335487, -6.242767,0,1,1,3,22.96,43,6.0032,42,209,251,01-01-2022 08:00
Chancery Lane (Outside Plus Architecture),FALSE,40,39,1,53.341102, -6.268772,0,1,1,3,22.14,49,8.9981,29,137,166,01-01-2022 09:00
Seville Place (Jct with Coburg Place),FALSE,40,3,37,53.353055, -6.244337,0,1,1,3,21.32,59,7.0015,13,57,70,01-01-2022 10:00
Hatch Street Upper (Outside Eversheds),FALSE,20,10,10,53.333891, -6.257983,0,1,1,3,20.5,59,6.0032,16,33,49,01-01-2022 11:00
Pearse Street (Outside Aras An Phiarsaigh),TRUE,30,29,1,53.345087,-6.2547123,0,1,1,3,19.68,67,8.9981,12,9,21,01-01-2022 12:00
